"decimalLatitude","decimalLongitude","family","species","year","month","day","datasetName","gbifID","lifeStage"
35.077626,-106.663066,"Hesperiidae",NA,2014,8,15,"iNaturalist research-grade observations","2563488336","Adult"
35.077626,-106.663066,"Hesperiidae","Hylephila phyleus",2014,8,15,"iNaturalist research-grade observations","2563489215","Adult"
35.077125,-106.660605,"Nymphalidae","Danaus plexippus",2023,9,23,"iNaturalist research-grade observations","5064132194","Adult"
